模型名称：数据导出 
合约名称：IF当月   
测试时间：2014-05-23 -- 2014-07-04 
测试周期：1分钟 
测试模式：实战模式 
开仓时使用的资金比率：100% 
最大开仓手数：1000 
保证金比率：1% 
单位：300元/点 
手续费：0.00‰ 
---------------------------------- 
  测试天数：		42		  测试周期数：	8000 
  指令总数：		8000		  平均交易周期：1 
  初始资金：		100000		  最终权益：	87995 
  总收益率(盈利/初始资金)：	-12.00%	  盈利：	-12004.69 
  扣除最大盈利后收益率：	-16.20% 
  扣除最大亏损后收益率：	-9.54% 
 
  可靠性(胜率)：	55.44%		  成交额：	10313324544 
  期望收益(平均R乘数)：	0.00R		  总手续费：	0 
 
  总交易次数：		8000		 
  盈利次数比例：	44.57%		  亏损次数比例：	44.55% 
  平均利润率：		-0.00%		  平均每次盈利：	-2 
  标准离差率：		-20281.4%		  标准离差：		304.33 
  多头次数：		4000		  空头次数：		3999 
  多头盈利次数：	1757		  空头盈利次数：	1809 
 
  盈利次数：		3566		  亏损次数：	3564 
  总盈利：		842226(842.23%)	  总亏损：	-854231(-854.23%) 
  平均盈利率：		264(0.26%)	  平均亏损率：	-267(-0.27%) 
  最大盈利额：		4200(4.48%)	  最大亏损额：	-2460(-2.68%) 
  平均盈利周期：	1		  平均亏损周期：	1 
  最大盈利周期：	1		  最大亏损周期：	1 
  最大连续盈利次数：	12		  最大连续亏损次数：	10 
  最大连续盈利：	4620(5.39%)	  最大连续亏损：	-4200(-4.56%) 
 
  空仓总时间：		0		  最长空仓时间：	0 
  空仓时间/总时间：	0.00% 
 
 
开仓时间	开仓价格	交易类型	平仓时间	平仓价格	手数	手续费	盈利	扣除手续费后盈利	总资金	平仓类型
20140527 13:32	2149.2	多头	20140527 13:33	2148.2	1	0.00	-300	-300.0	96159.2	正常
20140527 13:33	2148.2	空头	20140527 13:34	2149.0	1	0.00	-240	-240.0	95919.2	正常
20140527 13:34	2149.0	多头	20140527 13:35	2149.6	1	0.00	180	180.0	96099.2	正常
20140527 13:35	2149.6	空头	20140527 13:36	2148.6	1	0.00	300	300.0	96399.2	正常
20140527 13:36	2148.6	多头	20140527 13:37	2148.8	1	0.00	60	60.0	96459.2	正常
20140527 13:37	2148.8	空头	20140527 13:38	2149.6	1	0.00	-240	-240.0	96219.2	正常
20140527 13:38	2149.6	多头	20140527 13:39	2149.4	1	0.00	-60	-60.1	96159.1	正常
20140527 13:39	2149.4	空头	20140527 13:40	2150.4	1	0.00	-300	-300.0	95859.1	正常
20140527 13:40	2150.4	多头	20140527 13:41	2150.4	1	0.00	0	0.0	95859.1	正常
20140527 13:41	2150.4	空头	20140527 13:42	2149.8	1	0.00	180	180.0	96039.1	正常
20140527 13:42	2149.8	多头	20140527 13:43	2149.2	1	0.00	-180	-180.0	95859.0	正常
20140527 13:43	2149.2	空头	20140527 13:44	2148.6	1	0.00	180	180.0	96039.0	正常
20140527 13:44	2148.6	多头	20140527 13:45	2148.4	1	0.00	-60	-60.1	95978.9	正常
20140527 13:45	2148.4	空头	20140527 13:46	2148.6	1	0.00	-60	-60.1	95918.9	正常
20140527 13:46	2148.6	多头	20140527 13:47	2149.2	1	0.00	180	180.0	96098.8	正常
20140527 13:47	2149.2	空头	20140527 13:48	2150.0	1	0.00	-240	-240.0	95858.8	正常
20140527 13:48	2150.0	多头	20140527 13:49	2152.4	1	0.00	720	720.0	96578.8	正常
20140527 13:49	2152.4	空头	20140527 13:50	2151.2	1	0.00	360	360.0	96938.8	正常
20140527 13:50	2151.2	多头	20140527 13:51	2151.6	1	0.00	120	120.0	97058.8	正常
20140527 13:51	2151.6	空头	20140527 13:52	2150.6	1	0.00	300	300.0	97358.8	正常
20140527 13:52	2150.6	多头	20140527 13:53	2149.2	1	0.00	-420	-420.0	96938.8	正常
20140527 13:53	2149.2	空头	20140527 13:54	2149.6	1	0.00	-120	-120.0	96818.7	正常
20140527 13:54	2149.6	多头	20140527 13:55	2148.2	1	0.00	-420	-420.0	96398.7	正常
20140527 13:55	2148.2	空头	20140527 13:56	2146.8	1	0.00	420	420.0	96818.6	正常
20140527 13:56	2146.8	多头	20140527 13:57	2146.8	1	0.00	0	0.0	96818.6	正常
20140527 13:57	2146.8	空头	20140527 13:58	2146.2	1	0.00	180	180.0	96998.7	正常
20140527 13:58	2146.2	多头	20140527 13:59	2145.6	1	0.00	-180	-180.0	96818.7	正常
20140527 13:59	2145.6	空头	20140527 14:00	2145.8	1	0.00	-60	-60.0	96758.7	正常
20140527 14:00	2145.8	多头	20140527 14:01	2146.2	1	0.00	120	120.0	96878.7	正常
20140527 14:01	2146.2	空头	20140527 14:02	2146.4	1	0.00	-60	-60.0	96818.7	正常
20140527 14:02	2146.4	多头	20140527 14:03	2145.6	1	0.00	-240	-239.9	96578.8	正常
20140527 14:03	2145.6	空头	20140527 14:04	2146.0	1	0.00	-120	-120.0	96458.8	正常
20140527 14:04	2146.0	多头	20140527 14:05	2145.4	1	0.00	-180	-180.0	96278.8	正常
20140527 14:05	2145.4	空头	20140527 14:06	2144.4	1	0.00	300	300.0	96578.8	正常
20140527 14:06	2144.4	多头	20140527 14:07	2145.6	1	0.00	360	360.1	96938.8	正常
20140527 14:07	2145.6	空头	20140527 14:08	2145.4	1	0.00	60	60.1	96998.9	正常
20140527 14:08	2145.4	多头	20140527 14:09	2145.8	1	0.00	120	120.0	97119.0	正常
20140527 14:09	2145.8	空头	20140527 14:10	2146.6	1	0.00	-240	-240.0	96878.9	正常
20140527 14:10	2146.6	多头	20140527 14:11	2146.6	1	0.00	0	0.0	96878.9	正常
20140527 14:11	2146.6	空头	20140527 14:12	2146.0	1	0.00	180	180.0	97059.0	正常
20140527 14:12	2146.0	多头	20140527 14:13	2146.2	1	0.00	60	60.0	97119.0	正常
20140527 14:13	2146.2	空头	20140527 14:14	2145.2	1	0.00	300	300.0	97419.0	正常
20140527 14:14	2145.2	多头	20140527 14:15	2145.2	1	0.00	0	0.0	97419.0	正常
20140527 14:15	2145.2	空头	20140527 14:16	2144.2	1	0.00	300	300.0	97719.0	正常
20140527 14:16	2144.2	多头	20140527 14:17	2145.0	1	0.00	240	240.0	97959.0	正常
20140527 14:17	2145.0	空头	20140527 14:18	2145.2	1	0.00	-60	-60.0	97899.0	正常
20140527 14:18	2145.2	多头	20140527 14:19	2146.2	1	0.00	300	300.0	98199.0	正常
20140527 14:19	2146.2	空头	20140527 14:20	2145.4	1	0.00	240	240.0	98439.0	正常
20140527 14:20	2145.4	多头	20140527 14:21	2145.0	1	0.00	-120	-120.0	98319.0	正常
20140527 14:21	2145.0	空头	20140527 14:22	2144.6	1	0.00	120	120.0	98439.0	正常
20140527 14:22	2144.6	多头	20140527 14:23	2145.0	1	0.00	120	120.0	98559.0	正常
20140527 14:23	2145.0	空头	20140527 14:24	2144.2	1	0.00	240	240.0	98799.0	正常
20140527 14:24	2144.2	多头	20140527 14:25	2143.8	1	0.00	-120	-120.0	98679.0	正常
20140527 14:25	2143.8	空头	20140527 14:26	2144.4	1	0.00	-180	-180.0	98499.1	正常
20140527 14:26	2144.4	多头	20140527 14:27	2145.2	1	0.00	240	240.0	98739.1	正常
20140527 14:27	2145.2	空头	20140527 14:28	2145.2	1	0.00	0	0.0	98739.1	正常
20140527 14:28	2145.2	多头	20140527 14:29	2145.0	1	0.00	-60	-60.0	98679.1	正常
20140527 14:29	2145.0	空头	20140527 14:30	2143.6	1	0.00	420	420.0	99099.1	正常
20140527 14:30	2143.6	多头	20140527 14:31	2139.6	1	0.00	-1200	-1200.0	97899.1	正常
20140527 14:31	2139.6	空头	20140527 14:32	2138.0	1	0.00	480	480.0	98379.1	正常
20140527 14:32	2138.0	多头	20140527 14:33	2140.0	1	0.00	600	600.0	98979.1	正常
20140527 14:33	2140.0	空头	20140527 14:34	2139.8	1	0.00	60	60.0	99039.1	正常
20140527 14:34	2139.8	多头	20140527 14:35	2140.8	1	0.00	300	300.0	99339.1	正常
20140527 14:35	2140.8	空头	20140527 14:36	2140.0	1	0.00	240	240.0	99579.1	正常
20140527 14:36	2140.0	多头	20140527 14:37	2139.6	1	0.00	-120	-120.0	99459.1	正常
20140527 14:37	2139.6	空头	20140527 14:38	2140.8	1	0.00	-360	-360.0	99099.1	正常
20140527 14:38	2140.8	多头	20140527 14:39	2140.2	1	0.00	-180	-180.0	98919.1	正常
20140527 14:39	2140.2	空头	20140527 14:40	2141.4	1	0.00	-360	-360.0	98559.1	正常
20140527 14:40	2141.4	多头	20140527 14:41	2141.4	1	0.00	0	0.0	98559.1	正常
20140527 14:41	2141.4	空头	20140527 14:42	2142.6	1	0.00	-360	-360.1	98199.1	正常
20140527 14:42	2142.6	多头	20140527 14:43	2141.6	1	0.00	-300	-300.0	97899.1	正常
20140527 14:43	2141.6	空头	20140527 14:44	2141.4	1	0.00	60	60.1	97959.1	正常
20140527 14:44	2141.4	多头	20140527 14:45	2143.0	1	0.00	480	480.0	98439.2	正常
20140527 14:45	2143.0	空头	20140527 14:46	2143.0	1	0.00	0	0.0	98439.2	正常
20140527 14:46	2143.0	多头	20140527 14:47	2143.4	1	0.00	120	120.0	98559.1	正常
20140527 14:47	2143.4	空头	20140527 14:48	2143.8	1	0.00	-120	-120.0	98439.1	正常
20140527 14:48	2143.8	多头	20140527 14:49	2143.4	1	0.00	-120	-120.0	98319.0	正常
20140527 14:49	2143.4	空头	20140527 14:50	2142.4	1	0.00	300	300.0	98619.0	正常
20140527 14:50	2142.4	多头	20140527 14:51	2142.0	1	0.00	-120	-120.0	98499.1	正常
20140527 14:51	2142.0	空头	20140527 14:52	2141.4	1	0.00	180	180.0	98679.1	正常
20140527 14:52	2141.4	多头	20140527 14:53	2142.0	1	0.00	180	180.0	98859.1	正常
20140527 14:53	2142.0	空头	20140527 14:54	2140.6	1	0.00	420	420.0	99279.1	正常
20140527 14:54	2140.6	多头	20140527 14:55	2140.8	1	0.00	60	60.0	99339.1	正常
20140527 14:55	2140.8	空头	20140527 14:56	2140.2	1	0.00	180	180.0	99519.1	正常
20140527 14:56	2140.2	多头	20140527 14:57	2140.8	1	0.00	180	180.0	99699.1	正常
20140527 14:57	2140.8	空头	20140527 14:58	2141.2	1	0.00	-120	-120.0	99579.2	正常
20140527 14:58	2141.2	多头	20140527 14:59	2141.2	1	0.00	0	0.0	99579.2	正常
20140527 14:59	2141.2	空头	20140527 15:00	2141.4	1	0.00	-60	-60.0	99519.2	正常
20140527 15:00	2141.4	多头	20140527 15:01	2140.4	1	0.00	-300	-300.0	99219.2	正常
20140527 15:01	2140.4	空头	20140527 15:02	2140.2	1	0.00	60	60.0	99279.2	正常
20140527 15:02	2140.2	多头	20140527 15:03	2140.4	1	0.00	60	60.0	99339.2	正常
20140527 15:03	2140.4	空头	20140527 15:04	2140.0	1	0.00	120	120.0	99459.1	正常
20140527 15:04	2140.0	多头	20140527 15:05	2140.6	1	0.00	180	180.0	99639.2	正常
20140527 15:05	2140.6	空头	20140527 15:06	2141.2	1	0.00	-180	-180.0	99459.2	正常
20140527 15:06	2141.2	多头	20140527 15:07	2141.2	1	0.00	0	0.0	99459.2	正常
20140527 15:07	2141.2	空头	20140527 15:08	2141.6	1	0.00	-120	-120.0	99339.2	正常
20140527 15:08	2141.6	多头	20140527 15:09	2141.2	1	0.00	-120	-120.0	99219.1	正常
20140527 15:09	2141.2	空头	20140527 15:10	2141.2	1	0.00	0	0.0	99219.1	正常
20140527 15:10	2141.2	多头	20140527 15:11	2140.8	1	0.00	-120	-120.0	99099.1	正常
20140527 15:11	2140.8	空头	20140527 15:12	2140.8	1	0.00	0	0.0	99099.1	正常
20140527 15:12	2140.8	多头	20140527 15:13	2142.0	1	0.00	360	360.0	99459.1	正常
20140527 15:13	2142.0	空头	20140527 15:14	2142.2	1	0.00	-60	-60.0	99399.1	正常
20140527 15:14	2142.2	多头	20140528 09:15	2141.4	1	0.00	-240	-240.0	99159.1	正常
20140528 09:15	2141.4	空头	20140528 09:16	2142.4	1	0.00	-300	-300.0	98859.1	正常
20140528 09:16	2142.4	多头	20140528 09:17	2142.0	1	0.00	-120	-120.0	98739.2	正常
20140528 09:17	2142.0	空头	20140528 09:18	2142.8	1	0.00	-240	-240.0	98499.1	正常
20140528 09:18	2142.8	多头	20140528 09:19	2142.8	1	0.00	0	0.0	98499.1	正常
20140528 09:19	2142.8	空头	20140528 09:20	2143.4	1	0.00	-180	-180.0	98319.2	正常
20140528 09:20	2143.4	多头	20140528 09:21	2143.0	1	0.00	-120	-120.0	98199.2	正常
20140528 09:21	2143.0	空头	20140528 09:22	2143.0	1	0.00	0	0.0	98199.2	正常
20140528 09:22	2143.0	多头	20140528 09:23	2143.4	1	0.00	120	120.0	98319.2	正常
20140528 09:23	2143.4	空头	20140528 09:24	2143.0	1	0.00	120	120.0	98439.2	正常
20140528 09:24	2143.0	多头	20140528 09:25	2141.8	1	0.00	-360	-360.0	98079.2	正常
20140528 09:25	2141.8	空头	20140528 09:26	2132.6	1	0.00	2760	2760.0	100839.2	正常
20140528 09:26	2132.6	多头	20140528 09:27	2132.4	1	0.00	-60	-60.1	100779.1	正常
20140528 09:27	2132.4	空头	20140528 09:28	2134.0	1	0.00	-480	-480.0	100299.1	正常
20140528 09:28	2134.0	多头	20140528 09:29	2131.6	1	0.00	-720	-720.0	99579.1	正常
20140528 09:29	2131.6	空头	20140528 09:30	2132.8	1	0.00	-360	-360.0	99219.1	正常
20140528 09:30	2132.8	多头	20140528 09:31	2139.8	1	0.00	2100	2100.0	101319.1	正常
20140528 09:31	2139.8	空头	20140528 09:32	2139.2	1	0.00	180	180.0	101499.1	正常
20140528 09:32	2139.2	多头	20140528 09:33	2140.0	1	0.00	240	240.0	101739.2	正常
20140528 09:33	2140.0	空头	20140528 09:34	2142.2	1	0.00	-660	-660.0	101079.2	正常
20140528 09:34	2142.2	多头	20140528 09:35	2143.6	1	0.00	420	420.0	101499.2	正常
20140528 09:35	2143.6	空头	20140528 09:36	2143.4	1	0.00	60	60.1	101559.3	正常
20140528 09:36	2143.4	多头	20140528 09:37	2143.0	1	0.00	-120	-120.0	101439.3	正常
20140528 09:37	2143.0	空头	20140528 09:38	2144.8	1	0.00	-540	-540.0	100899.3	正常
20140528 09:38	2144.8	多头	20140528 09:39	2145.0	1	0.00	60	60.0	100959.3	正常
20140528 09:39	2145.0	空头	20140528 09:40	2143.2	1	0.00	540	540.0	101499.3	正常
20140528 09:40	2143.2	多头	20140528 09:41	2143.6	1	0.00	120	120.0	101619.3	正常
20140528 09:41	2143.6	空头	20140528 09:42	2145.6	1	0.00	-600	-600.0	101019.3	正常
20140528 09:42	2145.6	多头	20140528 09:43	2144.8	1	0.00	-240	-240.0	100779.3	正常
20140528 09:43	2144.8	空头	20140528 09:44	2146.8	1	0.00	-600	-600.0	100179.3	正常
20140528 09:44	2146.8	多头	20140528 09:45	2147.0	1	0.00	60	60.0	100239.3	正常
20140528 09:45	2147.0	空头	20140528 09:46	2147.8	1	0.00	-240	-240.0	99999.3	正常
20140528 09:46	2147.8	多头	20140528 09:47	2148.0	1	0.00	60	60.0	100059.3	正常
20140528 09:47	2148.0	空头	20140528 09:48	2148.2	1	0.00	-60	-60.0	99999.3	正常
20140528 09:48	2148.2	多头	20140528 09:49	2148.2	1	0.00	0	0.0	99999.3	正常
20140528 09:49	2148.2	空头	20140528 09:50	2146.8	1	0.00	420	420.0	100419.3	正常
20140528 09:50	2146.8	多头	20140528 09:51	2147.6	1	0.00	240	240.0	100659.3	正常
20140528 09:51	2147.6	空头	20140528 09:52	2145.8	1	0.00	540	540.0	101199.3	正常
20140528 09:52	2145.8	多头	20140528 09:53	2145.2	1	0.00	-180	-180.0	101019.3	正常
20140528 09:53	2145.2	空头	20140528 09:54	2145.0	1	0.00	60	60.0	101079.3	正常
20140528 09:54	2145.0	多头	20140528 09:55	2147.0	1	0.00	600	600.0	101679.3	正常
20140528 09:55	2147.0	空头	20140528 09:56	2146.0	1	0.00	300	300.0	101979.3	正常
20140528 09:56	2146.0	多头	20140528 09:57	2145.2	1	0.00	-240	-240.0	101739.2	正常
20140528 09:57	2145.2	空头	20140528 09:58	2145.0	1	0.00	60	60.0	101799.2	正常
20140528 09:58	2145.0	多头	20140528 09:59	2145.4	1	0.00	120	120.0	101919.2	正常
20140528 09:59	2145.4	空头	20140528 10:00	2144.6	1	0.00	240	239.9	102159.1	正常
20140528 10:00	2144.6	多头	20140528 10:01	2145.2	1	0.00	180	180.0	102339.1	正常
20140528 10:01	2145.2	空头	20140528 10:02	2145.0	1	0.00	60	60.0	102399.1	正常
20140528 10:02	2145.0	多头	20140528 10:03	2144.2	1	0.00	-240	-240.0	102159.0	正常
20140528 10:03	2144.2	空头	20140528 10:04	2141.8	1	0.00	720	720.0	102879.0	正常
20140528 10:04	2141.8	多头	20140528 10:05	2140.4	1	0.00	-420	-420.0	102459.0	正常
20140528 10:05	2140.4	空头	20140528 10:06	2140.0	1	0.00	120	120.0	102578.9	正常
20140528 10:06	2140.0	多头	20140528 10:07	2139.4	1	0.00	-180	-180.0	102398.9	正常
20140528 10:07	2139.4	空头	20140528 10:08	2140.0	1	0.00	-180	-180.0	102218.9	正常
20140528 10:08	2140.0	多头	20140528 10:09	2137.2	1	0.00	-840	-840.0	101378.9	正常
20140528 10:09	2137.2	空头	20140528 10:10	2137.6	1	0.00	-120	-120.0	101258.8	正常
20140528 10:10	2137.6	多头	20140528 10:11	2138.6	1	0.00	300	300.0	101558.8	正常
20140528 10:11	2138.6	空头	20140528 10:12	2138.8	1	0.00	-60	-60.0	101498.8	正常
20140528 10:12	2138.8	多头	20140528 10:13	2138.2	1	0.00	-180	-180.0	101318.8	正常
20140528 10:13	2138.2	空头	20140528 10:14	2139.8	1	0.00	-480	-480.0	100838.8	正常
20140528 10:14	2139.8	多头	20140528 10:15	2138.2	1	0.00	-480	-480.0	100358.7	正常
20140528 10:15	2138.2	空头	20140528 10:16	2138.6	1	0.00	-120	-120.0	100238.7	正常
20140528 10:16	2138.6	多头	20140528 10:17	2138.0	1	0.00	-180	-180.0	100058.7	正常
20140528 10:17	2138.0	空头	20140528 10:18	2137.6	1	0.00	120	120.0	100178.6	正常
20140528 10:18	2137.6	多头	20140528 10:19	2138.4	1	0.00	240	239.9	100418.6	正常
20140528 10:19	2138.4	空头	20140528 10:20	2137.0	1	0.00	420	420.0	100838.5	正常
20140528 10:20	2137.0	多头	20140528 10:21	2137.2	1	0.00	60	60.0	100898.5	正常
20140528 10:21	2137.2	空头	20140528 10:22	2136.4	1	0.00	240	240.0	101138.5	正常
20140528 10:22	2136.4	多头	20140528 10:23	2136.4	1	0.00	0	0.0	101138.5	正常
20140528 10:23	2136.4	空头	20140528 10:24	2138.0	1	0.00	-480	-480.0	100658.5	正常
20140528 10:24	2138.0	多头	20140528 10:25	2137.6	1	0.00	-120	-120.0	100538.5	正常
20140528 10:25	2137.6	空头	20140528 10:26	2138.4	1	0.00	-240	-239.9	100298.6	正常
20140528 10:26	2138.4	多头	20140528 10:27	2137.4	1	0.00	-300	-300.0	99998.6	正常
20140528 10:27	2137.4	空头	20140528 10:28	2136.8	1	0.00	180	180.0	100178.5	正常
20140528 10:28	2136.8	多头	20140528 10:29	2138.0	1	0.00	360	360.0	100538.5	正常
20140528 10:29	2138.0	空头	20140528 10:30	2139.6	1	0.00	-480	-480.0	100058.5	正常
20140528 10:30	2139.6	多头	20140528 10:31	2140.2	1	0.00	180	180.0	100238.5	正常
20140528 10:31	2140.2	空头	20140528 10:32	2139.4	1	0.00	240	240.0	100478.5	正常
20140528 10:32	2139.4	多头	20140528 10:33	2138.6	1	0.00	-240	-239.9	100238.5	正常
20140528 10:33	2138.6	空头	20140528 10:34	2138.4	1	0.00	60	60.1	100298.6	正常
20140528 10:34	2138.4	多头	20140528 10:35	2136.4	1	0.00	-600	-600.0	99698.6	正常
20140528 10:35	2136.4	空头	20140528 10:36	2137.0	1	0.00	-180	-180.0	99518.6	正常
20140528 10:36	2137.0	多头	20140528 10:37	2136.8	1	0.00	-60	-60.0	99458.6	正常
20140528 10:37	2136.8	空头	20140528 10:38	2136.8	1	0.00	0	0.0	99458.6	正常
20140528 10:38	2136.8	多头	20140528 10:39	2137.8	1	0.00	300	300.0	99758.6	正常
20140528 10:39	2137.8	空头	20140528 10:40	2137.2	1	0.00	180	180.0	99938.6	正常
20140528 10:40	2137.2	多头	20140528 10:41	2137.4	1	0.00	60	60.0	99998.6	正常
20140528 10:41	2137.4	空头	20140528 10:42	2137.6	1	0.00	-60	-60.1	99938.5	正常
20140528 10:42	2137.6	多头	20140528 10:43	2137.0	1	0.00	-180	-180.0	99758.5	正常
20140528 10:43	2137.0	空头	20140528 10:44	2136.6	1	0.00	120	120.0	99878.5	正常
20140528 10:44	2136.6	多头	20140528 10:45	2135.6	1	0.00	-300	-300.0	99578.5	正常
20140528 10:45	2135.6	空头	20140528 10:46	2137.0	1	0.00	-420	-420.0	99158.5	正常
20140528 10:46	2137.0	多头	20140528 10:47	2138.8	1	0.00	540	540.0	99698.5	正常
20140528 10:47	2138.8	空头	20140528 10:48	2138.8	1	0.00	0	0.0	99698.5	正常
20140528 10:48	2138.8	多头	20140528 10:49	2138.6	1	0.00	-60	-60.0	99638.5	正常
20140528 10:49	2138.6	空头	20140528 10:50	2139.8	1	0.00	-360	-360.0	99278.5	正常
20140528 10:50	2139.8	多头	20140528 10:51	2139.4	1	0.00	-120	-120.0	99158.5	正常
20140528 10:51	2139.4	空头	20140528 10:52	2138.8	1	0.00	180	180.0	99338.5	正常
20140528 10:52	2138.8	多头	20140528 10:53	2141.4	1	0.00	780	780.0	100118.4	正常
20140528 10:53	2141.4	空头	20140528 10:54	2143.0	1	0.00	-480	-480.0	99638.4	正常
20140528 10:54	2143.0	多头	20140528 10:55	2143.4	1	0.00	120	120.0	99758.3	正常
20140528 10:55	2143.4	空头	20140528 10:56	2142.8	1	0.00	180	180.0	99938.3	正常
20140528 10:56	2142.8	多头	20140528 10:57	2142.4	1	0.00	-120	-120.0	99818.3	正常
20140528 10:57	2142.4	空头	20140528 10:58	2142.4	1	0.00	0	0.0	99818.3	正常
20140528 10:58	2142.4	多头	20140528 10:59	2142.6	1	0.00	60	60.1	99878.3	正常
20140528 10:59	2142.6	空头	20140528 11:00	2144.4	1	0.00	-540	-539.9	99338.4	正常
20140528 11:00	2144.4	多头	20140528 11:01	2142.8	1	0.00	-480	-480.0	98858.4	正常
20140528 11:01	2142.8	空头	20140528 11:02	2141.0	1	0.00	540	540.0	99398.4	正常
20140528 11:02	2141.0	多头	20140528 11:03	2140.6	1	0.00	-120	-120.0	99278.5	正常
20140528 11:03	2140.6	空头	20140528 11:04	2139.8	1	0.00	240	240.0	99518.5	正常
20140528 11:04	2139.8	多头	20140528 11:05	2139.8	1	0.00	0	0.0	99518.5	正常
20140528 11:05	2139.8	空头	20140528 11:06	2140.4	1	0.00	-180	-180.0	99338.5	正常
20140528 11:06	2140.4	多头	20140528 11:07	2142.2	1	0.00	540	540.0	99878.5	正常
20140528 11:07	2142.2	空头	20140528 11:08	2142.0	1	0.00	60	60.0	99938.5	正常
20140528 11:08	2142.0	多头	20140528 11:09	2141.0	1	0.00	-300	-300.0	99638.5	正常
20140528 11:09	2141.0	空头	20140528 11:10	2140.6	1	0.00	120	120.0	99758.5	正常
20140528 11:10	2140.6	多头	20140528 11:11	2140.6	1	0.00	0	0.0	99758.5	正常
20140528 11:11	2140.6	空头	20140528 11:12	2139.6	1	0.00	300	300.0	100058.5	正常
20140528 11:12	2139.6	多头	20140528 11:13	2140.6	1	0.00	300	300.0	100358.5	正常
20140528 11:13	2140.6	空头	20140528 11:14	2143.6	1	0.00	-900	-900.0	99458.5	正常
20140528 11:14	2143.6	多头	20140528 11:15	2143.2	1	0.00	-120	-120.0	99338.5	正常
20140528 11:15	2143.2	空头	20140528 11:16	2144.8	1	0.00	-480	-480.0	98858.4	正常
20140528 11:16	2144.8	多头	20140528 11:17	2143.6	1	0.00	-360	-360.0	98498.4	正常
20140528 11:17	2143.6	空头	20140528 11:18	2145.2	1	0.00	-480	-480.0	98018.5	正常
20140528 11:18	2145.2	多头	20140528 11:19	2144.4	1	0.00	-240	-240.0	97778.5	正常
20140528 11:19	2144.4	空头	20140528 11:20	2143.6	1	0.00	240	239.9	98018.4	正常
20140528 11:20	2143.6	多头	20140528 11:21	2144.6	1	0.00	300	300.0	98318.4	正常
20140528 11:21	2144.6	空头	20140528 11:22	2145.2	1	0.00	-180	-180.0	98138.5	正常
20140528 11:22	2145.2	多头	20140528 11:23	2145.8	1	0.00	180	180.0	98318.5	正常
20140528 11:23	2145.8	空头	20140528 11:24	2144.0	1	0.00	540	540.0	98858.5	正常
20140528 11:24	2144.0	多头	20140528 11:25	2144.4	1	0.00	120	120.0	98978.5	正常
20140528 11:25	2144.4	空头	20140528 11:26	2145.4	1	0.00	-300	-300.0	98678.5	正常
20140528 11:26	2145.4	多头	20140528 11:27	2144.8	1	0.00	-180	-180.0	98498.5	正常
20140528 11:27	2144.8	空头	20140528 11:28	2144.4	1	0.00	120	120.0	98618.6	正常
20140528 11:28	2144.4	多头	20140528 11:29	2143.8	1	0.00	-180	-180.0	98438.6	正常
20140528 11:29	2143.8	空头	20140528 13:00	2144.2	1	0.00	-120	-120.0	98318.6	正常
20140528 13:00	2144.2	多头	20140528 13:01	2141.6	1	0.00	-780	-780.0	97538.7	正常
20140528 13:01	2141.6	空头	20140528 13:02	2142.8	1	0.00	-360	-360.0	97178.7	正常
20140528 13:02	2142.8	多头	20140528 13:03	2142.0	1	0.00	-240	-240.0	96938.7	正常
20140528 13:03	2142.0	空头	20140528 13:04	2141.2	1	0.00	240	240.0	97178.7	正常
20140528 13:04	2141.2	多头	20140528 13:05	2141.4	1	0.00	60	60.0	97238.7	正常
20140528 13:05	2141.4	空头	20140528 13:06	2141.6	1	0.00	-60	-60.1	97178.6	正常
20140528 13:06	2141.6	多头	20140528 13:07	2143.0	1	0.00	420	420.0	97598.6	正常
20140528 13:07	2143.0	空头	20140528 13:08	2147.2	1	0.00	-1260	-1260.0	96338.6	正常
20140528 13:08	2147.2	多头	20140528 13:09	2150.0	1	0.00	840	840.0	97178.6	正常
20140528 13:09	2150.0	空头	20140528 13:10	2149.6	1	0.00	120	120.0	97298.6	正常
20140528 13:10	2149.6	多头	20140528 13:11	2148.8	1	0.00	-240	-240.0	97058.6	正常
20140528 13:11	2148.8	空头	20140528 13:12	2148.0	1	0.00	240	240.0	97298.6	正常
20140528 13:12	2148.0	多头	20140528 13:13	2147.8	1	0.00	-60	-60.0	97238.6	正常
20140528 13:13	2147.8	空头	20140528 13:14	2148.2	1	0.00	-120	-120.0	97118.6	正常
20140528 13:14	2148.2	多头	20140528 13:15	2148.6	1	0.00	120	120.0	97238.7	正常
20140528 13:15	2148.6	空头	20140528 13:16	2148.4	1	0.00	60	60.1	97298.8	正常
20140528 13:16	2148.4	多头	20140528 13:17	2147.8	1	0.00	-180	-180.0	97118.8	正常
20140528 13:17	2147.8	空头	20140528 13:18	2150.2	1	0.00	-720	-720.0	96398.8	正常
20140528 13:18	2150.2	多头	20140528 13:19	2148.2	1	0.00	-600	-600.0	95798.8	正常
20140528 13:19	2148.2	空头	20140528 13:20	2148.4	1	0.00	-60	-60.0	95738.8	正常
20140528 13:20	2148.4	多头	20140528 13:21	2147.2	1	0.00	-360	-360.0	95378.9	正常
20140528 13:21	2147.2	空头	20140528 13:22	2147.8	1	0.00	-180	-180.0	95198.8	正常
20140528 13:22	2147.8	多头	20140528 13:23	2148.2	1	0.00	120	120.0	95318.8	正常
20140528 13:23	2148.2	空头	20140528 13:24	2149.2	1	0.00	-300	-300.0	95018.8	正常
20140528 13:24	2149.2	多头	20140528 13:25	2149.2	1	0.00	0	0.0	95018.8	正常
